
ZTFID,IAUID,RA,Dec,peakt,peakfilt,peakmag,peakabs,duration,rise,fade,type,redshift,b,A_V
ZTF19abfloxk,SN2019leu,19:05:16.37,+27:00:25.5,680.78,r,18.022,-16.68,28.639,4.215,24.424,SN II,0.016,9.16204152,0.612
ZTF19abeytzv,SN2019lfh,22:51:04.85,+05:25:46.0,693.88,r,18.1464,-19.43,29.825,17.217,12.608,SN Ia,0.07,-46.34061188,0.189
ZTF19abfdszw,SN2019lfv,14:31:47.77,+55:56:44.9,689.68,r,17.6569,-18.66,24.616,12.943,11.673,SN Ia,0.04169,56.0102123,0.044
ZTF19abfhszx,SN2019lfu,21:04:51.34,-22:02:27.7,692.85,r,17.9177,-19.29,27.648,14.595,13.053,SN Ia,0.06,-38.65904202,0.151
ZTF19abexfad,SN2019lfw,19:38:30.19,-06:28:05.8,688.86,r,18.3937,-18.67,26.706,13.179,13.527,SN Ia,0.046,-13.39702813,0.679
ZTF19abfsxpw,SN2019lci,16:31:01.61,+08:28:23.7,694.68,r,17.724,-17.95,27.902,18.889,9.013,SN Ic-BL,0.0292,34.98667188,0.208
ZTF19abfvhlx,SN2019ldf,22:19:44.17,-12:18:12.2,686.98,g,17.846,-19.24,20.929,8.865,12.064,SN Ia,0.05638,-51.5428425,0.115
ZTF19abgcbey,SN2019lks,18:10:26.42,+43:45:17.3,694.70,r,18.2971,-19.41,22.499,12.267,10.232,SN Ia,0.075,25.45056207,0.156
ZTF19aambfxc,SN2019lcj,17:41:43.11,+67:57:42.6,891.97,g,17.5867,-19.45,23.461,11.406,12.055,SN Ia,0.055,31.5134496,0.118
ZTF19abglmpf,SN2019llk,19:27:15.13,+43:54:34.1,692.83,r,16.9573,-19.71,24.254,9.368,14.886,SN Ia,0.041,12.5004322,0.506
ZTF19abgnuri,SN2019lkt,16:28:55.50,+70:01:59.0,693.72,r,18.3957,-19.08,22.277,11.195,11.082,SN Ia,0.07,37.27290473,0.069
ZTF19abgpgyp,SN2019lkw,17:05:09.10,+33:26:33.2,694.73,g,17.7227,-19.78,49.937,9.961,39.976,SN II,0.07,35.69637142,0.063
ZTF19abgppki,SN2019lpd,16:14:17.03,+30:59:58.1,694.71,r,18.4298,-18.79,27.844,10.021,17.823,SN Ia,0.0617,45.88279886,0.085
ZTF19abgprpq,SN2019lmh,17:43:00.39,+25:05:57.2,694.69,r,17.7817,-19.05,22.568,9.443,13.125,SN Ia,0.05,25.50001071,0.175
ZTF19abfvnns,SN2019lsq,00:04:40.58,+42:52:11.3,709.98,g,18.088,-21.19,44.594,20.629,23.965,SLSN-I,0.14,-19.17893398,0.261
ZTF19abgjlef,SN2019lky,00:29:47.67,+17:33:26.7,691.90,r,18.4914,-18.72,19.235,10.18,9.055,SN Ia,0.058,-45.00697086,0.238
ZTF19abgndlf,SN2019lkr,16:05:07.98,+73:35:04.0,688.83,g,17.5937,-18.05,18.925,4.947,13.978,SN IIn,0.03,37.17897088,0.071
ZTF19abgrmfu,SN2019lnl,17:02:06.39,+32:59:51.9,694.73,g,17.5292,-18.45,20.836,7.727,13.109,SN II,0.035,36.23234296,0.069
ZTF19abgsyrp,SN2019lsc,18:22:30.86,+18:34:01.5,697.68,r,17.5936,-18.83,27.955,9.809,18.146,SN Ia,0.035,14.5594002,0.63
ZTF19abhcefa,SN2019lsm,14:35:02.55,+14:46:36.8,692.70,g,18.1395,-18.21,>17.877,4.907,>12.97,SN Ibn,0.04168,62.92486913,0.051
ZTF19abhdlxp,SN2019lmq,01:58:57.84,-02:58:35.5,696.97,r,18.2862,-18.46,24.474,13.869,10.605,SN Ia,0.05,-60.94625954,0.073
ZTF19abhduuo,SN2019lre,01:58:50.79,-09:35:05.6,692.99,r,18.3405,-16.18,44.148,10.197,33.951,SN II,0.01805,-66.32005908,0.076
ZTF19abheamc,SN2019lsu,00:28:51.68,-01:04:24.5,699.94,g,16.0894,-19.99,27.548,7.576,19.972,SN Ia,0.037,-63.38800928,0.05
ZTF19abhpvfq,SN2019lqv,21:29:30.17,-23:06:55.3,695.84,r,17.1989,-18.72,28.727,9.833,18.894,SN Ia,0.03356,-44.41446106,0.131
ZTF19abhxllw,SN2019lrc,22:26:27.06,+03:28:31.3,693.89,r,17.5398,-18.94,18.136,7.883,10.253,SN Ia,0.041,-43.53466212,0.28
ZTF19abhbjge,SN2019lpu,16:03:49.24,-06:35:44.1,693.71,r,18.3413,-18.23,>13.615,8.645,>4.97,SN Ia,0.03828,32.55469796,0.571
ZTF19abimkwn,SN2019lvi,22:24:46.54,+43:32:58.7,699.93,g,17.5403,-20.03,25.638,7.607,18.031,SN Ia,0.059,-11.72675077,0.434
ZTF19abimlck,SN2019lvf,23:04:18.43,+46:32:10.0,702.89,r,17.7957,-19.38,25.191,10.247,14.944,SN Ia,0.04808,-12.44974009,0.693
ZTF19abgfuhh,SN2019lgc,00:14:54.04,+36:18:03.2,688.92,r,18.4883,-17.60,14.038,8.043,5.995,SN IIb,0.0354,-25.98947666,0.196
ZTF19abhzelh,SN2019lrv,16:02:05.75,+52:26:38.7,700.76,g,17.6713,-19.21,22.063,8.124,13.939,SN Ia,0.05352,46.62139226,0.039
ZTF19abhzewi,SN2019lyb,15:11:03.36,+52:03:00.6,698.70,g,16.9047,-19.20,22.733,5.658,17.075,SN Ia,0.03692,53.94244146,0.069
ZTF19abiahik,SN2019mad,20:06:06.17,+08:09:08.6,697.88,r,18.2264,-17.82,14.6,7.808,6.792,SN Ia,0.033,-12.55066831,0.327
ZTF19abidfxd,SN2019lsg,22:50:49.81,-11:00:41.7,694.93,g,17.7206,-19.30,24.44,8.615,15.825,SN Ia,0.054,-57.40467647,0.142
ZTF19abiszoe,SN2019gjs,14:58:57.16,+20:03:10.5,698.68,r,18.3504,-18.10,20.318,3.842,16.476,SN IIn,0.043,60.02967096,0.12
ZTF19abiszzn,SN2019lud,15:39:48.52,+32:28:03.1,691.72,g,18.065,-18.70,7.893,1.931,5.962,SN II,0.04942,53.31973885,0.093
ZTF19abitbcj,SN2019lwe,15:59:31.46,+43:25:46.5,708.66,g,17.1344,-19.00,25.648,12.893,12.755,SN Ia,0.038,48.94583655,0.043
ZTF19abgrchq,SN2019lsk,02:30:13.89,-04:17:04.1,692.99,r,18.1636,-17.46,>21.695,>11.03,10.665,SN II,0.03,-57.18005291,0.077
ZTF19abiqfxi,SN2019ltz,00:25:43.85,-20:13:01.0,743.86,r,17.6123,-19.30,78.416,35.559,42.857,SN II,0.0542,-80.92590479,0.063
ZTF19abjibet,SN2019mbi,16:30:13.95,+66:38:01.8,707.72,g,17.5383,-19.31,22.841,9.758,13.083,SN Ia,0.0515,38.5037978,0.082
ZTF19abkdrir,SN2019mfv,01:16:21.78,-17:45:15.8,707.92,g,18.4132,-19.45,26.15,10.16,15.99,SN Ia,0.083,-79.00347044,0.055
ZTF19abkfqqp,SN2019knu,03:17:52.69,-07:18:11.6,705.98,r,16.3982,-19.29,>24.699,>11.02,13.679,SN II,0.03,-50.04719473,0.149
ZTF19abjamgc,SN2019mbe,00:18:39.98,-15:48:07.0,704.92,g,18.4141,-19.08,29.732,9.755,19.977,SN Ia,0.07,-76.35703382,0.059
ZTF19abjozed,SN2019moh,01:23:57.20,+01:02:11.0,706.92,g,18.4229,-19.39,26.239,9.26,16.979,SN Ia,0.08,-60.76848971,0.082
ZTF19abjrjdw,SN2019mkr,17:11:05.78,+05:51:07.3,711.79,r,17.8968,-17.39,39.543,14.01,25.533,SN II,0.0224,24.95166327,0.435
ZTF19abiietd,SN2019ltw,16:18:38.53,+21:58:22.8,712.74,r,14.8951,-19.46,29.986,18.044,11.942,SN II,0.016,42.9219011,0.195
ZTF19abjsmmv,SN2019mor,15:38:38.04,+36:57:31.0,708.66,g,17.4843,-17.26,31.601,11.156,20.445,SN II,0.02,53.54449822,0.057
ZTF19abjslyw,SN2019mgx,14:45:31.94,+43:14:31.3,705.68,r,18.2204,-18.24,22.118,7.475,14.643,SN Ia,0.0443,61.88695232,0.056
ZTF19ablesob,SN2019moc,23:55:45.94,+21:57:19.7,712.88,r,18.0723,-19.00,21.221,12.706,8.515,SN Ic-BL,0.0558,-39.10323341,0.171
ZTF19ablfaey,SN2019mon,23:33:35.35,-15:38:49.9,708.00,r,18.377,-19.23,27.015,8.125,18.89,SN Ia,0.074,-68.5947198,0.076
ZTF19ablovot,SN2019mga,01:06:07.77,-06:08:44.9,712.90,r,17.4016,-19.07,20.527,11.644,8.883,SN Ia,0.04,-68.72862856,0.331
ZTF19ablpfhz,SN2019mgb,03:12:55.61,+36:23:37.1,709.91,r,18.2869,-19.38,24.346,12.124,12.222,SN Ia,0.06,-18.27702471,0.697
ZTF19abjpelp,SN2019lxo,00:14:21.75,-21:09:18.8,701.96,g,18.2377,-19.09,>23.339,>8.02,15.319,SN Ia,0.065,-79.6516682,0.057
ZTF19ablfdwt,SN2019mrz,23:09:57.24,-01:18:58.8,714.88,r,18.0441,-17.30,25.532,14.46,11.072,SN II,0.026,-54.52935382,0.107
ZTF19abmolyr,SN2019mrw,23:41:16.81,+25:33:00.1,716.88,r,17.0264,-18.74,33.208,11.085,22.123,SN Ia,0.03137,-34.67765001,0.127
ZTF19abmylxw,SN2019mue,19:41:19.70,+51:48:59.7,714.71,g,17.0158,-19.62,21.77,8.666,13.104,SN Ia,0.041,13.86288833,0.323
ZTF19abnacvf,SN2019nhs,00:52:01.45,+07:36:59.7,733.94,g,18.4537,-21.38,49.018,25.129,23.889,SLSN-I,0.19,-55.25477127,0.16
ZTF19abnimpq,SN2019myl,02:05:23.29,+30:46:01.2,712.99,g,17.9127,-19.73,25.869,8.856,17.013,SN Ia,0.0705,-29.47218209,0.171
ZTF18abugthp,SN2019mqh,01:32:10.65,-13:59:25.0,708.00,r,18.3974,-18.88,20.536,8.565,11.971,SN Ia,0.06443,-73.78431864,0.049
ZTF19abirmkt,AT2019pih,00:44:18.18,+41:32:47.0,803.76,r,17.9091,-6.639,12.936,5.031,7.905,nova,0.00017,-21.30536854,0.17
ZTF19abmpoxa,SN2019mtp,00:14:04.40,-24:04:16.3,708.92,g,18.0429,-19.22,21.45,6.482,14.968,SN Ia,0.063,-81.04151909,0.056
ZTF19abornyn,SN2019nhy,17:46:43.73,+23:01:55.6,719.82,r,18.1511,-19.19,20.726,11.137,9.589,SN Ia,0.06,23.99122995,0.305
ZTF19abnishu,SN2019mxf,01:21:37.20,-01:08:48.0,709.96,g,18.431,-19.71,27.149,6.154,20.995,SN Ia,0.091,-63.02814931,0.112
ZTF19abpbopt,SN2019neq,17:54:26.74,+47:15:40.5,733.81,g,17.0762,-21.42,34.109,17.469,16.64,SLSN-I,0.1075,28.91803122,0.104
ZTF19abpbqor,SN2019ner,17:39:26.89,+31:14:36.2,725.75,r,18.3311,-18.61,25.921,16.969,8.952,SN Ia,0.053,28.13901713,0.159
ZTF19abpidqn,SN2019njv,20:19:57.19,+15:22:38.7,716.87,r,18.075,-16.29,14.527,7.459,7.068,SN IIn,0.01458,-11.67327217,0.451
ZTF19abovstj,SN2019nkd,14:20:51.68,+50:31:22.8,715.66,g,18.2188,-18.28,43.848,9.877,33.971,SN II,0.04457,61.07629366,0.056
ZTF19abopflp,SN2019ney,00:36:31.78,+29:48:00.3,718.91,g,17.9322,-19.63,24.892,9.851,15.041,SN Ia,0.07,-32.95992054,0.119
ZTF19abpbmli,SN2019nlh,16:07:25.73,+15:38:09.3,715.65,g,17.9711,-18.19,16.69,6.839,9.851,SN Ia,0.037,43.25148965,0.117
ZTF19abpgggu,SN2019nli,02:11:12.96,+25:34:55.3,718.96,r,18.0214,-18.82,24.89,6.886,18.004,SN Ia,0.0491,-33.89673918,0.235
ZTF19abopyyu,SN2019nez,01:36:31.64,+26:55:49.2,718.96,r,18.2579,-19.36,24.974,9.972,15.002,SN Ia,0.07,-34.86532231,0.231
ZTF19abplfxs,SN2019njp,03:26:45.75,+01:10:59.9,722.94,g,17.7974,-19.19,21.441,9.647,11.794,SN Ia,0.0485,-43.13608298,0.309
ZTF19abpvbzf,SN2019npx,20:32:52.07,-12:51:00.3,740.85,r,17.0345,-20.02,52.939,22.454,30.485,SLSN-II,0.057,-28.23014382,0.105
ZTF19abpbbxx,SN2019nft,02:08:36.38,+06:06:43.9,718.94,g,18.2868,-19.38,25.128,8.24,16.888,SN Ia,0.073,-51.87678069,0.125
ZTF19abpztlw,SN2019oeo,01:42:46.69,-05:20:19.8,723.89,r,18.4331,-18.89,35.779,11.554,24.225,SN Ia,0.065,-65.01420188,0.073
ZTF19abpxcaf,SN2019one,02:04:23.94,+03:11:12.4,727.98,r,18.3359,-18.94,26.713,12.844,13.869,SN Ia,0.063,-54.94602528,0.097
ZTF19abqhikf,SN2019nvv,16:19:18.36,+42:13:09.2,734.66,g,16.4508,-19.79,30.139,14.272,15.867,SN Ia,0.04,45.43822987,0.036
ZTF19abqhobb,SN2019nvm,17:25:38.66,+59:26:48.2,724.79,r,17.1205,-17.41,43.988,10.085,33.903,SN II,0.01815,33.92505382,0.082
ZTF19abqlrtb,SN2019nwf,04:05:04.97,-06:36:17.3,726.00,r,18.1296,-19.03,24.151,12.133,12.018,SN Ia,0.057,-39.73834662,0.232
ZTF19abqmpsr,SN2019oml,03:00:20.27,+18:44:37.0,726.00,r,17.2369,-19.04,25.492,7.052,18.44,SN Ia,0.033,-34.50244161,0.603
ZTF19abpzuzd,SN2019okb,00:25:44.69,+20:16:39.8,727.90,g,17.6465,-19.82,26.228,10.253,15.975,SN Ia,0.064,-42.18734897,0.203
ZTF19abqanpy,SN2019nuc,03:45:03.43,+41:59:54.3,732.99,r,17.5317,-19.50,24.489,15.475,9.014,SN Ia,0.043,-10.10296219,0.814
ZTF19abqqrgy,SN2019nxu,00:03:12.41,-10:50:06.8,724.88,r,18.0806,-17.55,20.003,8.982,11.021,SN Ib,0.0296,-70.14483618,0.11
ZTF19abqrhvt,SN2019nyk,00:15:15.20,-08:11:21.8,718.91,g,16.7616,-18.15,29.514,4.554,24.96,SN II,0.02104,-69.213373,0.104
ZTF19abqgzea,SN2019onb,05:42:33.05,+54:07:32.5,725.99,r,18.0435,-19.22,23.26,11.448,11.812,SN Ia,0.049,12.41991271,0.749
ZTF19abqrhvy,SN2019odf,22:48:44.69,+27:34:18.5,739.67,r,17.7425,-18.08,59.848,22.167,37.681,SN II,0.03201,-27.87071849,0.138
ZTF19abqrrto,SN2019oci,03:43:12.89,+40:09:56.1,732.99,r,17.5187,-19.30,27.226,12.24,14.986,SN Ia-91T,0.04,-11.75600872,0.754
ZTF19abqshry,SN2019oqp,16:38:33.20,+45:37:52.2,737.68,r,18.4815,-17.17,23.969,13.017,10.952,SN Ic-BL,0.03082,41.8305179,0.037
ZTF19abqviuy,SN2019obt,00:20:34.61,+05:45:18.1,726.95,g,18.0783,-18.91,29.126,9.987,19.139,SN Ia,0.056,-56.28006474,0.048
ZTF19abqwsuf,SN2019odo,23:10:02.49,+09:28:06.9,721.81,r,18.4071,-17.89,28.684,7.965,20.719,SN II,0.04,-45.91635726,0.13
ZTF19abqwtfu,SN2019odp,23:07:19.09,+13:51:21.4,736.90,r,16.3041,-18.09,25.014,12.216,12.798,SN Ic-BL,0.01435,-41.85440272,0.532
ZTF19abqykei,SN2019obh,04:36:22.24,-10:22:20.0,746.00,r,18.3094,-17.79,40.824,30.617,10.207,SN IIb,0.0355,-34.658394,0.207
ZTF19abqysic,SN2019omz,05:14:27.41,+06:01:40.7,735.02,g,16.3029,-19.45,25.931,11.946,13.985,SN Ia-pec,0.02665,-18.39467992,0.369
ZTF19abqqvhd,SN2019ocu,23:20:12.36,+43:21:56.1,733.89,r,17.9035,-18.82,35.918,14.946,20.972,SN Ia,0.04,-16.45818071,0.639
ZTF19abqsvgf,SN2019odh,18:50:55.83,+39:23:56.3,730.66,r,17.9626,-19.11,21.964,8.996,12.968,SN Ia,0.05365,16.91460248,0.278
ZTF19abqqmui,SN2019ojv,22:01:39.24,+06:19:03.6,730.88,r,17.9475,-18.88,28.277,12.312,15.965,SN Ia,0.05,-37.0540538,0.172
ZTF19abqsojs,SN2019ond,17:02:30.69,+41:13:09.8,727.65,g,17.851,-19.42,24.234,6.997,17.237,SN Ia-91T,0.063,37.35837533,0.066
ZTF19abqmjdq,SN2019nxc,02:44:30.78,+14:55:05.7,723.99,g,18.4615,-19.21,19.697,6.584,13.113,SN Ia,0.067,-39.79436862,0.286
ZTF19abqxibq,SN2019omd,00:36:57.79,-03:49:39.1,743.87,r,18.0779,-19.76,58.357,23.944,34.413,SN Ib,0.082,-66.44411039,0.084
ZTF19abrcvzz,SN2019pjw,22:37:33.13,+41:24:31.2,733.88,r,18.0488,-19.94,23.849,10.051,13.798,SN Ia,0.073,-14.78553918,0.569
ZTF19abrogbl,SN2019omi,03:48:59.79,+00:55:36.9,732.98,r,17.346,-19.02,19.435,10.396,9.039,SN Ia,0.0358,-38.94133042,0.494
ZTF19abqjypm,SN2019onp,21:00:02.85,-14:21:52.9,723.76,g,18.3959,-19.51,26.346,8.919,17.427,SN Ia,0.082,-34.88601396,0.109
ZTF19abrsssx,SN2019ons,21:54:05.05,-16:09:34.2,735.80,r,16.9904,-19.15,30.904,10.577,20.327,SN Ia,0.037,-47.58648858,0.14
ZTF19abrtjsf,SN2019oop,23:37:49.84,-24:24:18.1,726.87,r,18.3471,-18.55,39.965,7.62,32.345,SN IIP,0.05374,-73.22156841,0.068
ZTF19abqykyd,SN2019oln,05:18:24.15,+04:24:24.1,733.02,r,18.2583,-19.80,25.211,13.246,11.965,SN Ia,0.08,-18.38302442,0.409
ZTF19abrmlxu,SN2019oym,00:59:53.66,+02:54:32.5,733.90,r,18.1513,-19.16,25.746,13.849,11.897,SN Ia,0.065,-59.89343618,0.067
ZTF19abqimia,SN2019odd,20:45:35.41,-08:03:06.9,726.74,g,18.4668,-19.52,33.086,11.411,21.675,SN Ia,0.081,-29.00340935,0.198
ZTF19abqyoxj,SN2019pbm,07:36:52.82,+58:58:04.6,727.01,r,18.266,-17.96,>31.017,>10.02,20.997,SN IIP,0.0379,28.75736177,0.179
ZTF19abqyoxt,SN2019oyt,07:14:29.22,+61:17:22.5,741.97,r,18.3136,-16.49,>77.041,>24.98,52.061,SN II,0.02,26.28595983,0.147
ZTF19abrirmk,SN2019oli,00:58:06.00,-15:33:30.9,732.96,r,18.0069,-19.31,24.641,11.693,12.948,SN Ib,0.065,-78.32731985,0.07
ZTF19absfopz,SN2019ovi,17:45:20.14,+44:24:31.9,740.77,r,17.9953,-18.67,25.349,14.366,10.983,SN Ia,0.048,29.99538307,0.089
ZTF19abqmsbk,SN2019orb,17:40:34.75,+14:52:47.9,744.62,r,18.2734,-17.28,>47.093,30.083,>17.01,SN Ic,0.02723,22.26044765,0.244
ZTF19abqqcyo,SN2019oke,21:06:15.54,-07:25:11.4,725.82,g,18.3948,-19.29,25.467,10.989,14.478,SN Ia,0.06934,-33.27250063,0.238
ZTF19abtslqm,SN2019oua,04:13:13.06,-12:20:17.9,726.00,r,17.9135,-17.89,27.449,5.462,21.987,SN IIP,0.0319,-40.62517897,0.13
ZTF19abtsrup,SN2019owu,03:46:01.57,-20:30:27.9,736.98,g,16.9599,-19.12,23.517,10.503,13.014,SN Ia,0.035,-49.72345096,0.146
ZTF19abupned,SN2019pgo,23:53:00.04,+25:07:16.4,743.65,r,17.8286,-18.98,18.555,12.526,6.029,SN Ic-BL,0.05,-35.88561454,0.156
ZTF19abucvgu,SN2019pbp,05:10:41.71,-18:36:26.1,737.00,g,17.6647,-19.19,26.02,8.853,17.167,SN Ia,0.05,-30.29378656,0.139
ZTF19abudlps,SN2019ovr,07:28:50.26,+35:32:51.2,739.97,r,18.034,-15.84,73.054,15.976,57.078,SN II,0.01305,22.50378496,0.149
ZTF19abuxhqc,SN2019pkd,01:24:09.93,+06:58:17.3,736.98,g,18.3512,-19.20,27.954,7.08,20.874,SN Ia,0.07,-54.9918161,0.104
ZTF19abuclhk,SN2019pgv,03:46:30.31,+41:58:21.0,739.01,r,18.0944,-19.31,20.93,10.85,10.08,SN Ia,0.05,-9.95553249,0.863
ZTF19abuhlxk,SN2019pdx,21:50:37.95,+36:27:25.1,741.66,r,16.737,-18.54,24.945,9.912,15.033,SN Ia,0.02,-13.49873286,0.718
ZTF19abujhgm,SN2019pfl,02:14:20.72,+51:41:47.7,741.90,r,17.8005,-19.69,21.71,10.861,10.849,SN Ia,0.06,-9.09683189,0.484
ZTF19abvalfd,SN2019pfe,16:03:51.70,+39:59:07.6,744.62,r,16.8834,-18.81,21.925,13.221,8.704,SN Ia,0.03144,48.44906349,0.038
ZTF19abvanim,SN2019pff,16:45:49.85,+45:05:10.7,744.64,g,17.7924,-19.32,23.734,11.271,12.463,SN Ia,0.05964,40.56561915,0.035
ZTF19abvdgqo,SN2019pfb,19:39:47.28,+59:22:04.7,737.79,r,17.8902,-18.31,21.561,9.666,11.895,SN Ib,0.03683,17.30139913,0.223
ZTF19abvhduf,SN2019phj,06:28:33.52,+56:04:30.7,745.01,g,15.0866,-20.66,24.824,10.242,14.582,SN Ia,0.029,19.19963733,0.217
ZTF19abvjcii,SN2019pny,17:11:52.90,+72:25:15.9,739.65,r,18.3852,-18.66,10.892,6.86,4.032,SN Ia,0.056,33.21735539,0.137
ZTF19abrvagn,SN2019plb,19:17:14.87,-16:44:48.4,737.62,g,18.2989,-19.62,25.781,13.725,12.056,SN Ia,0.075,-13.12996965,0.286
ZTF19abwouqp,SN2019poc,23:40:57.92,+17:29:44.7,741.70,g,18.424,-19.48,20.376,7.381,12.995,SN Ia,0.075,-42.21520168,0.276
ZTF19abwsecm,SN2019pmd,03:18:23.79,-01:55:49.6,741.94,r,16.5664,-18.52,25.758,9.055,16.703,SN Ia,0.02201,-46.73218096,0.234
ZTF19aburnqh,SN2019phs,06:35:03.56,+62:58:10.1,738.95,g,17.4486,-18.95,18.357,7.72,10.637,SN Ia,0.038,22.16626026,0.262
ZTF19abvdbyx,SN2019pfd,21:08:40.45,-02:50:16.6,744.86,r,18.4229,-17.73,50.895,17.897,32.998,SN II,0.03707,-31.57454966,0.146
ZTF19abxdnhr,SN2019prt,17:09:45.51,+31:44:21.1,743.64,g,18.1221,-18.86,20.654,7.658,12.996,SN Ia,0.054,34.38611618,0.107
ZTF19abxdnzt,SN2019pru,15:58:19.58,+46:55:40.8,747.64,g,16.6509,-19.79,32.566,9.964,22.602,SN Ia,0.044,48.56943464,0.031
ZTF19abxjimu,SN2019pxo,03:15:18.35,+42:41:43.9,744.92,r,15.6321,-19.18,21.183,9.465,11.718,SN Ia,0.01751,-12.72098128,0.503
ZTF19abxjrge,SN2019ply,02:59:46.98,+15:17:48.7,749.80,r,17.9117,-17.28,23.288,9.202,14.086,SN IIb,0.02170,-37.37496811,0.397
ZTF19abwaohs,SN2019pnw,19:49:24.93,+62:31:07.9,744.69,g,17.9221,-19.72,27.101,10.112,16.989,SN Ia,0.07,17.56239325,0.185
ZTF19abxvles,SN2019ppe,04:53:20.81,-16:23:41.3,742.00,g,18.149,-19.29,23.72,6.798,16.922,SN Ia,0.064,-33.32801707,0.177
ZTF19abvhkst,SN2019pki,01:20:06.97,+35:54:05.3,743.90,g,18.1079,-19.46,25.109,11.148,13.961,SN Ia,0.068,-26.60836093,0.169
ZTF19abwamby,SN2019pzt,15:35:27.18,+72:39:19.2,739.68,g,18.3965,-18.38,29.464,8.468,20.996,SN II,0.05,39.4557351,0.075
ZTF19abwswzb,SN2019pkg,00:46:08.02,+09:08:23.2,748.68,g,17.0887,-19.36,21.991,9.991,12,SN Ia,0.041,-53.70909509,0.17
ZTF19abwztsb,SN2019pjs,18:04:40.34,+21:38:04.2,744.62,r,16.6328,-16.13,>70.718,11.748,>58.97,SN II,0.00741,19.61864438,0.293
ZTF19abxfhrq,SN2019prw,18:30:20.20,+50:44:47.3,745.62,r,17.5723,-19.10,25.526,8.827,16.699,SN Ia,0.04742,23.88310971,0.128
ZTF19abxfunp,SN2019ptv,20:01:09.50,+50:51:36.3,745.84,r,17.2757,-19.13,24.74,9.194,15.546,SN Ia,0.038,10.6839307,0.389
ZTF19abxtdgh,SN2019pzr,02:30:59.36,+22:24:04.2,749.80,r,17.2597,-19.70,24.361,10.286,14.075,SN Ia,0.04769,-34.93463688,0.46
ZTF19abwsagv,SN2019pnl,04:18:50.67,-08:56:15.4,747.96,r,18.1397,-18.12,48.24,14.502,33.738,SN II,0.038,-37.8729153,0.208
ZTF19abxgmzr,SN2019pud,21:12:55.01,-16:38:07.0,758.77,r,17.8308,-20.83,31.11,17.651,13.459,SLSN-I,0.1136,-38.61943843,0.197
ZTF19abxihut,SN2019pmy,23:01:25.06,-02:48:05.9,743.88,g,18.4286,-19.64,27.158,10.251,16.907,SN Ia,0.086,-54.16789435,0.161
ZTF19abxnycf,SN2019pnk,03:15:25.89,-19:21:34.6,750.96,r,17.8298,-19.60,47.055,16.13,30.925,SN II,0.06807,-56.14746109,0.076
ZTF19abwscog,SN2019poe,00:53:10.47,-21:31:01.0,736.88,r,17.9641,-19.02,19.741,5.574,14.167,SN Ia,0.05617,-84.37476425,0.053
ZTF19abyfbik,SN2019pyt,17:50:35.69,+20:05:21.1,747.63,g,18.2255,-19.28,30.737,9.669,21.068,SN Ia,0.065,22.0813909,0.203
ZTF19abyjjxp,SN2019qcj,07:14:47.17,+04:54:24.6,747.98,r,16.8817,-19.65,19.081,8.657,10.424,SN Ia,0.04,7.42240102,0.401
ZTF19abyhxzp,SN2019qic,01:21:59.16,+07:27:10.0,750.82,r,18.3212,-19.66,26.286,10.662,15.624,SN Ia,0.086,-54.63636241,0.129
ZTF19abyikbv,SN2019pxd,22:58:55.32,+40:55:57.6,750.67,r,15.667,-18.98,27.707,8.669,19.038,SN Ia,0.01699,-17.10977489,0.392
ZTF19abuzinv,SN2019pkh,02:19:27.42,+34:04:55.1,798.74,r,18.381,-16.47,118.207,69.181,49.026,SN II,0.02,-25.33422026,0.214
ZTF19abxtcio,SN2019pof,01:12:37.87,+33:02:05.7,749.80,r,18.1494,-16.11,20.748,12.677,8.071,SN IIb,0.0155,-29.62637616,0.164
ZTF19abylxyt,SN2019qid,04:13:36.90,+26:34:44.1,748.94,r,18.1373,-19.25,19.39,7.715,11.675,SN Ia,0.0533,-17.56440913,0.672
ZTF19abyuzch,SN2019qch,18:29:13.80,+41:02:32.4,754.76,g,17.154,-18.30,43.424,10.3,33.124,SN II,0.024,21.36765252,0.318
ZTF19abymvpq,SN2019qeo,09:22:55.51,+54:01:41.5,751.99,g,17.5208,-19.64,34.485,9.463,25.022,SN Ia,0.06,43.62674833,0.066
ZTF19abyigib,SN2019qff,00:15:50.00,-23:57:27.5,749.79,r,18.3131,-18.93,25.176,11.264,13.912,SN Ia,0.063,-81.36858711,0.061
ZTF19abzhvxk,SN2019qgf,18:30:47.60,+23:25:08.3,754.76,g,18.3851,-19.76,23.726,8.85,14.876,SN Ia,0.083,14.75575745,0.291
ZTF19abzlsbl,SN2019qih,03:52:10.72,-08:30:22.9,756.98,r,17.8112,-17.93,16.671,11.012,5.659,SN Ia,0.03,-43.45844479,0.215
ZTF19abzhfjj,SN2019qjj,00:36:01.66,-05:23:01.9,757.82,r,18.313,-19.18,>23.694,17.634,>6.06,SN Ia,0.068,-67.94798754,0.16
ZTF19abxekxi,SN2019qfb,20:45:12.02,-12:00:39.8,781.60,r,18.4672,-20.63,>77.445,46.445,>31,SLSN-II,0.1423,-30.62819737,0.118
ZTF19abzhzet,SN2019qgg,16:18:34.45,+45:42:47.4,750.64,g,17.9584,-19.12,20.748,4.659,16.089,SN Ia,0.05872,45.30457696,0.036
